No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,timestamp
2413,2013,6,9,12,11,11,2.5704,17.6558,1370.395031,39.8412,17.2,1005.3,15.2,2.2,NNE,2.8,Wanshouxigong,6/9/2013 12:00:00
2414,2013,6,9,13,12,12,2.2848,17.2452,1370.395031,40.2696,17,1005.7,15.2,2,N,1.4,Wanshouxigong,6/9/2013 13:00:00
2415,2013,6,9,14,3,3,1.9992,18.8876,1370.395031,40.9122,17,1005.7,15.2,2.5,N,1.4,Wanshouxigong,6/9/2013 14:00:00
2416,2013,6,9,15,12,12,1.428,22.1724,1370.395031,35.343,17.4,1005.4,15.7,1,NE,2.1,Wanshouxigong,6/9/2013 15:00:00
2417,2013,6,9,16,3,3,1.1424,20.1194,1370.395031,38.9844,17.4,1005.4,15.4,0.4,WNW,1.8,Wanshouxigong,6/9/2013 16:00:00
2418,2013,6,9,17,3,3,1.428,25.6625,1370.395031,29.3454,17.5,1005.8,15.3,0.5,NE,1.5,Wanshouxigong,6/9/2013 17:00:00
2419,2013,6,9,18,12,12,1.428,34.901,1370.395031,16.065,17.8,1005.7,14.9,0.2,N,0.9,Wanshouxigong,6/9/2013 18:00:00
2420,2013,6,9,19,3,6,1.7136,30.1791,1370.395031,18.4212,17.6,1005.5,15.2,0,NW,1,Wanshouxigong,6/9/2013 19:00:00
2421,2013,6,9,20,3,3,1.9992,32.848,1370.395031,9.8532,16.9,1006.5,15.9,0,W,1.3,Wanshouxigong,6/9/2013 20:00:00
2422,2013,6,9,21,4,20,3.1416,40.6494,1370.395031,56.22990354,16.7,1006.5,16.1,0.1,W,1.1,Wanshouxigong,6/9/2013 21:00:00
2423,2013,6,9,22,15,6,2.5704,39.6229,1370.395031,56.22990354,16.8,1006.6,16.3,0.1,WNW,1.7,Wanshouxigong,6/9/2013 22:00:00
2424,2013,6,9,23,3,4,2.5704,38.1858,1370.395031,56.22990354,16.7,1006.4,16.2,0,SE,0,Wanshouxigong,6/9/2013 23:00:00
2425,2013,6,10,0,6,10,2.856,39.007,1370.395031,56.22990354,16.5,1006.5,16.2,0,W,1.4,Wanshouxigong,6/10/2013 00:00:00
2426,2013,6,10,1,25,4,3.4272,35.3116,1370.395031,56.22990354,16.4,1006.8,16.1,0.1,SW,0.5,Wanshouxigong,6/10/2013 01:00:00
2427,2013,6,10,2,10,11,5.1408,34.0798,1370.395031,56.22990354,16.2,1006.8,15.9,0,WSW,1,Wanshouxigong,6/10/2013 02:00:00
2428,2013,6,10,3,20,7,4.5696,37.5699,1370.395031,56.22990354,15.9,1006.9,15.6,0,NE,0,Wanshouxigong,6/10/2013 03:00:00
2429,2013,6,10,4,21,5,4.284,34.0798,1370.395031,56.22990354,15.8,1006.9,15.5,0,N,0,Wanshouxigong,6/10/2013 04:00:00
2430,2013,6,10,5,28,7,3.7128,31.0003,1370.395031,56.22990354,16,1007.5,15.8,0,N,0,Wanshouxigong,6/10/2013 05:00:00
2431,2013,6,10,6,11,11,2.5704,26.2784,1370.395031,56.22990354,16.4,1007.4,16.1,0,NE,0.7,Wanshouxigong,6/10/2013 06:00:00
2432,2013,6,10,7,17,21,3.7128,24.8413,1370.395031,56.22990354,17.4,1008,16.6,0,SSE,0,Wanshouxigong,6/10/2013 07:00:00
2433,2013,6,10,8,29,59,4.5696,34.901,1370.395031,56.22990354,19.5,1007.8,16.2,0,W,0.5,Wanshouxigong,6/10/2013 08:00:00
2434,2013,6,10,9,28,28,4.284,47.6296,1370.395031,56.22990354,21.7,1007.5,15.5,0,W,1.5,Wanshouxigong,6/10/2013 09:00:00
2435,2013,6,10,10,22,22,5.9976,42.0865,1370.395031,18.8496,23.4,1007.2,14.4,0,WSW,2.1,Wanshouxigong,6/10/2013 10:00:00
2436,2013,6,10,11,31,31,6.5688,26.2784,1370.395031,50.7654,24.6,1006.8,13.2,0,SW,1.9,Wanshouxigong,6/10/2013 11:00:00
2437,2013,6,10,12,12,16,7.7112,20.7353,1370.395031,81.8244,25.6,1005.8,12.4,0,SSW,1.8,Wanshouxigong,6/10/2013 12:00:00
2438,2013,6,10,13,21,21,5.9976,16.8346,1370.395031,98.532,26.3,1005.4,11.2,0,SSW,1.3,Wanshouxigong,6/10/2013 13:00:00
2439,2013,6,10,14,24,24,5.1408,15.1922,1370.395031,102.6018,26.1,1004.7,9,0,WSW,0.7,Wanshouxigong,6/10/2013 14:00:00
2440,2013,6,10,15,13,13,2.5704,12.318,1370.395031,87.3936,25.9,1004.5,9.3,0,SSE,0.8,Wanshouxigong,6/10/2013 15:00:00
2441,2013,6,10,16,3,3,2.5704,13.1392,1370.395031,84.1806,24,1004.4,14.1,0,WSW,2.4,Wanshouxigong,6/10/2013 16:00:00
2442,2013,6,10,17,13,40,3.4272,19.0929,1370.395031,79.4682,23.1,1004.4,14.1,0,SW,1.3,Wanshouxigong,6/10/2013 17:00:00
2443,2013,6,10,18,23,120,4.284,19.2982,1370.395031,95.1048,22.6,1004.4,14.4,0,SW,1.6,Wanshouxigong,6/10/2013 18:00:00
2444,2013,6,10,19,20,57,4.284,25.2519,1370.395031,73.6848,21.4,1004.6,15,0,S,0.9,Wanshouxigong,6/10/2013 19:00:00
2445,2013,6,10,20,26,59,3.9984,31.8215,1370.395031,56.5488,20.8,1005,15.3,0,SW,1,Wanshouxigong,6/10/2013 20:00:00
2446,2013,6,10,21,33,58,4.284,43.113,1370.395031,33.201,20.1,1004.8,15.7,0,SSE,0.8,Wanshouxigong,6/10/2013 21:00:00
2447,2013,6,10,22,28,41,3.9984,40.0335,1370.395031,29.7738,19.3,1004.4,16.5,0,SW,0.7,Wanshouxigong,6/10/2013 22:00:00
2448,2013,6,10,23,26,52,3.1416,31.6162,1370.395031,28.0602,18.9,1004.1,15.9,0,SSW,0.8,Wanshouxigong,6/10/2013 23:00:00
2449,2013,6,11,0,33,43,3.4272,39.6229,1370.395031,11.9952,17.9,1003.6,16.2,0,SSW,0.5,Wanshouxigong,6/11/2013 00:00:00
2450,2013,6,11,1,35,50,3.4272,43.9342,1370.395031,2.3562,17.4,1003.3,16.1,0,SSW,0.4,Wanshouxigong,6/11/2013 01:00:00
2451,2013,6,11,2,34,47,3.7128,47.8349,1370.395031,56.22990354,17.3,1002.8,16.2,0,N,0,Wanshouxigong,6/11/2013 02:00:00
2452,2013,6,11,3,41,53,4.284,36.5434,1370.395031,4.4982,17.2,1002.7,16.1,0,SSE,0.6,Wanshouxigong,6/11/2013 03:00:00
2453,2013,6,11,4,48,70,4.5696,37.3646,1370.395031,56.22990354,17.1,1003,15.6,0,SSW,0.8,Wanshouxigong,6/11/2013 04:00:00
2454,2013,6,11,5,41,55,5.712,40.2388,1370.395031,56.22990354,16.9,1002.9,15.9,0,WSW,0.5,Wanshouxigong,6/11/2013 05:00:00
2455,2013,6,11,6,63,81,7.14,38.8017,1370.395031,56.22990354,17.9,1003,16.2,0,W,0.6,Wanshouxigong,6/11/2013 06:00:00
2456,2013,6,11,7,71,90,7.9968,36.1328,1370.395031,56.22990354,19.4,1003.1,15.9,0,NNW,1.5,Wanshouxigong,6/11/2013 07:00:00
2457,2013,6,11,8,82,125,9.1392,42.0865,1370.395031,0.2142,21.3,1002.5,16.3,0,W,0.9,Wanshouxigong,6/11/2013 08:00:00
2458,2013,6,11,9,76,90,8.8536,49.8879,1370.395031,17.3502,23.5,1002.2,15.5,0,ENE,1.2,Wanshouxigong,6/11/2013 09:00:00
2459,2013,6,11,10,78,84,9.996,34.901,1370.395031,55.0494,25.2,1001.8,13.7,0,ENE,1.7,Wanshouxigong,6/11/2013 10:00:00
2460,2013,6,11,11,85,105,9.7104,39.6229,1370.395031,86.1084,25.9,1001.4,14.7,0,E,2.1,Wanshouxigong,6/11/2013 11:00:00
2461,2013,6,11,12,108,133,10,55,1100,95,25.4,1000.9,15.7,0,S,3,Wanshouxigong,6/11/2013 12:00:00
2462,2013,6,11,13,99,118,10,49,1000,123,25.6,1000.1,15.3,0,NE,1.1,Wanshouxigong,6/11/2013 13:00:00
2463,2013,6,11,14,107,109,9,24,900,155,23.7,1000,16.5,3,ENE,2.3,Wanshouxigong,6/11/2013 14:00:00
2464,2013,6,11,15,89,126,8,13,700,144,23.6,999.9,18,13.7,E,1.9,Wanshouxigong,6/11/2013 15:00:00
2465,2013,6,11,16,78,42,4,15,700,112,24.3,999.8,16.3,0,ESE,2.1,Wanshouxigong,6/11/2013 16:00:00
2466,2013,6,11,17,70,15,7,19,700,116,23.5,999.2,9.5,0,S,1.6,Wanshouxigong,6/11/2013 17:00:00
2467,2013,6,11,18,30,30,3,17,600,76,23.2,999.8,8.8,0,E,1.6,Wanshouxigong,6/11/2013 18:00:00
2468,2013,6,11,19,15,15,3,23,700,53,20.8,1000.5,12.5,0,ENE,1.6,Wanshouxigong,6/11/2013 19:00:00
2469,2013,6,11,20,26,63,3,28,800,64,20.4,1001.7,14.1,0,E,2.4,Wanshouxigong,6/11/2013 20:00:00
2470,2013,6,11,21,49,87,3,27,900,72,20.3,1002.6,13,0,SE,0.6,Wanshouxigong,6/11/2013 21:00:00
2471,2013,6,11,22,63,75,4,36,1000,53,19.8,1003.5,12.8,0,SSE,1.2,Wanshouxigong,6/11/2013 22:00:00
2472,2013,6,11,23,36,40,3,20,800,49,17.9,1003.1,12.3,0,SW,1.7,Wanshouxigong,6/11/2013 23:00:00
2473,2013,6,12,0,21,21,3,21,700,37,17.1,1003,12.2,0,WSW,1.9,Wanshouxigong,6/12/2013 00:00:00
2474,2013,6,12,1,17,17,3,24,700,30,17.3,1002.1,12,0,SW,1.5,Wanshouxigong,6/12/2013 01:00:00
2475,2013,6,12,2,16,16,3,19,700,29,16.4,1002.1,12.7,0,SSW,1.2,Wanshouxigong,6/12/2013 02:00:00
2476,2013,6,12,3,8,16,3,18,600,33,16.3,1001.7,13.6,0,SSW,0.7,Wanshouxigong,6/12/2013 03:00:00
2477,2013,6,12,4,24,4,3,23,700,23,16.6,1001.6,13.7,0,WSW,1.1,Wanshouxigong,6/12/2013 04:00:00
2478,2013,6,12,5,20,38,3,22,1000,18,16.7,1001.9,14.3,0,SW,1.2,Wanshouxigong,6/12/2013 05:00:00
2479,2013,6,12,6,48,68,3,23,1200,12,18.9,1002.2,14.4,0,WSW,1.3,Wanshouxigong,6/12/2013 06:00:00
2480,2013,6,12,7,60,96,5,33,1399,10,20.7,1002.4,13.4,0,WSW,3,Wanshouxigong,6/12/2013 07:00:00
2481,2013,6,12,8,61,61,14,24,1200,40,21.9,1002.2,13,0,W,1.9,Wanshouxigong,6/12/2013 08:00:00
2482,2013,6,12,9,48,36,20,19,1000,65,23,1002.1,12.6,0,S,2,Wanshouxigong,6/12/2013 09:00:00
2483,2013,6,12,10,35,36,20,15,1000,90,23.5,1001.8,13.4,0,SSE,1.5,Wanshouxigong,6/12/2013 10:00:00
2484,2013,6,12,11,60,76,21,13,1000,113,24.4,1001.4,14.2,0,S,1.6,Wanshouxigong,6/12/2013 11:00:00
2485,2013,6,12,12,44,47,20,12,1000,126,25.3,1000.9,13.2,0,SW,2.2,Wanshouxigong,6/12/2013 12:00:00
2486,2013,6,12,13,48,50,20,11,900,144,25.9,1000.3,14,0,SW,3,Wanshouxigong,6/12/2013 13:00:00
2487,2013,6,12,14,51,66,28,10,1000,162,26.7,999.9,14.1,0,WSW,2.7,Wanshouxigong,6/12/2013 14:00:00
2488,2013,6,12,15,77,56,34,11,1399,182,26.7,999.6,14.5,0,SSW,2.8,Wanshouxigong,6/12/2013 15:00:00
2489,2013,6,12,16,82,93,32,12,1500,189,26.8,999.4,14.9,0,W,0.7,Wanshouxigong,6/12/2013 16:00:00
2490,2013,6,12,17,78,86,27,10,1100,193,26.3,999.5,15,0,S,2,Wanshouxigong,6/12/2013 17:00:00
2491,2013,6,12,18,69,85,25,16,1300,190,25.5,999.8,15.5,0,ESE,2.1,Wanshouxigong,6/12/2013 18:00:00
2492,2013,6,12,19,94,105,23,17,1200,187,24.7,1000.3,15.6,0,SE,1.3,Wanshouxigong,6/12/2013 19:00:00
2493,2013,6,12,20,101,114,18,21,1300,163,22,1001,17.1,0,E,0.6,Wanshouxigong,6/12/2013 20:00:00
2494,2013,6,12,21,97,104,11,29,1500,123,23.2,1001.7,15.5,0,ENE,1.7,Wanshouxigong,6/12/2013 21:00:00
2495,2013,6,12,22,107,102,17,35,1300,103,22.4,1001.7,15,0,E,1.4,Wanshouxigong,6/12/2013 22:00:00
2496,2013,6,12,23,112,84,24,27,1000,105,21.4,1002.1,14.5,0,E,1.8,Wanshouxigong,6/12/2013 23:00:00
2497,2013,6,13,0,90,70,21,20,800,118,20.4,1001.8,15,0,E,1.5,Wanshouxigong,6/13/2013 00:00:00
2498,2013,6,13,1,75,77,17,18,800,101,19.8,1001.4,15.4,0,ENE,1.5,Wanshouxigong,6/13/2013 01:00:00
2499,2013,6,13,2,98,74,17,19,800,82,18.8,1001.3,16,0,NE,1.2,Wanshouxigong,6/13/2013 02:00:00
2500,2013,6,13,3,103,62,3,23,1370.395031,56.22990354,19.6,1001.5,15.5,0,E,1.4,Wanshouxigong,6/13/2013 03:00:00
2501,2013,6,13,4,96,58,3,23,1000,32,19.4,1001.9,14.9,0,NE,1.5,Wanshouxigong,6/13/2013 04:00:00
2502,2013,6,13,5,97,62,13,26,1300,41,19.5,1002.4,15.6,0,NNE,0.4,Wanshouxigong,6/13/2013 05:00:00
2503,2013,6,13,6,76,79,20,29,1500,33,20.8,1002.7,15.3,0,N,1.2,Wanshouxigong,6/13/2013 06:00:00
2504,2013,6,13,7,78,96,32,32,1700,34,21.8,1002.9,15.2,0,ENE,2.2,Wanshouxigong,6/13/2013 07:00:00
2505,2013,6,13,8,106,133,57,37,2000,35,23.3,1002.8,15.9,0,NNE,1.5,Wanshouxigong,6/13/2013 08:00:00
2506,2013,6,13,9,115,142,66,38,2100,45,24.1,1002.7,16.6,0,ESE,1.3,Wanshouxigong,6/13/2013 09:00:00
2507,2013,6,13,10,121,143,69,36,2200,67,25.7,1003.1,16,0,NE,0.8,Wanshouxigong,6/13/2013 10:00:00
2508,2013,6,13,11,132,162,66,37,2200,88,27,1002.5,16.3,0,S,1.4,Wanshouxigong,6/13/2013 11:00:00
2509,2013,6,13,12,144,171,65,41,2299,56.22990354,28.1,1002.4,16.7,0,S,2.3,Wanshouxigong,6/13/2013 12:00:00
2510,2013,6,13,13,160,216,61,38,2299,164,28.8,1001.7,16.7,0,WSW,2.3,Wanshouxigong,6/13/2013 13:00:00
2511,2013,6,13,14,157,203,53,27,2000,226,29.4,1001.2,16.2,0,SSW,3.3,Wanshouxigong,6/13/2013 14:00:00
2512,2013,6,13,15,3,123,42,32,2799,234,29.7,1000.8,16.5,0,SW,2.6,Wanshouxigong,6/13/2013 15:00:00
2513,2013,6,13,16,70,87,35,39,2200,227,29.9,1000.1,15.6,0,WSW,2.3,Wanshouxigong,6/13/2013 16:00:00
2514,2013,6,13,17,80,85,26,41,1600,207,29.4,999.8,15.5,0,SW,2.6,Wanshouxigong,6/13/2013 17:00:00
2515,2013,6,13,18,84,126,28,48,1500,208,28.7,1000.1,16.3,0,SSW,1.6,Wanshouxigong,6/13/2013 18:00:00
2516,2013,6,13,19,97,165,30,62,1600,194,25.2,1000.5,18.4,0,W,0.6,Wanshouxigong,6/13/2013 19:00:00
2517,2013,6,13,20,105,206,21,84,1800,126,26.2,1001.2,17,0,SSW,1.5,Wanshouxigong,6/13/2013 20:00:00
2518,2013,6,13,21,139,93,20,110,2299,80,24.3,1001.8,15,0,WSW,0.6,Wanshouxigong,6/13/2013 21:00:00
2519,2013,6,13,22,113,62,23,76,1500,112,24.4,1001.9,13.3,0,SSW,1.3,Wanshouxigong,6/13/2013 22:00:00
2520,2013,6,13,23,85,128,17,64,1500,97,23.3,1001.7,12.6,0,SSE,1.2,Wanshouxigong,6/13/2013 23:00:00
2521,2013,6,14,0,78,105,13,63,1500,73,23.3,1001.3,11.7,0,S,1.3,Wanshouxigong,6/14/2013 00:00:00
2522,2013,6,14,1,77,99,16,55,1399,74,23,1001.1,10.4,0,SSW,1.7,Wanshouxigong,6/14/2013 01:00:00
2523,2013,6,14,2,57,63,20,46,1300,80,22,1001.5,10.8,0,SW,0.8,Wanshouxigong,6/14/2013 02:00:00
2524,2013,6,14,3,68,118,18,44,1300,69,22.3,1001.7,11.1,0,SSE,0.9,Wanshouxigong,6/14/2013 03:00:00
2525,2013,6,14,4,72,103,25,48,1399,68,22.1,1002.1,10.9,0,SSW,1.3,Wanshouxigong,6/14/2013 04:00:00
2526,2013,6,14,5,80,124,36,47,1399,74,21.8,1002.5,11.8,0,S,1.7,Wanshouxigong,6/14/2013 05:00:00
2527,2013,6,14,6,84,145,32,62,1500,48,22.6,1002.8,12.8,0,SW,1.6,Wanshouxigong,6/14/2013 06:00:00
2528,2013,6,14,7,97,140,38,65,1600,50,23.3,1003.1,12.9,0,WSW,1.8,Wanshouxigong,6/14/2013 07:00:00
2529,2013,6,14,8,99,165,42,65,1700,53,25.1,1003,13.9,0,SSW,1.9,Wanshouxigong,6/14/2013 08:00:00
2530,2013,6,14,9,108,189,44,61,1700,68,25.9,1003.1,13.7,0,SW,2.3,Wanshouxigong,6/14/2013 09:00:00
2531,2013,6,14,10,126,185,42,51,1700,104,27.6,1002.8,14.9,0,S,1.6,Wanshouxigong,6/14/2013 10:00:00
2532,2013,6,14,11,148,196,43,41,1800,158,28.5,1002.3,15.4,0,SW,1.8,Wanshouxigong,6/14/2013 11:00:00
2533,2013,6,14,12,155,200,50,39,1899,197,29.5,1001.6,14.9,0,S,1.9,Wanshouxigong,6/14/2013 12:00:00
2534,2013,6,14,13,141,173,46,34,1700,225,30.3,1001.2,14.4,0,SW,1.8,Wanshouxigong,6/14/2013 13:00:00
2535,2013,6,14,14,123,123,34,34,1600,234,30.5,1000.6,13.3,0,SW,3.1,Wanshouxigong,6/14/2013 14:00:00
2536,2013,6,14,15,114,137,27,37,1300,233,30.8,1000,14.4,0,S,3,Wanshouxigong,6/14/2013 15:00:00
2537,2013,6,14,16,127,167,28,46,1200,235,30.7,999.1,14.8,0,SSW,1.5,Wanshouxigong,6/14/2013 16:00:00
2538,2013,6,14,17,127,146,28,47,1399,238,30.3,999.2,13.6,0,SW,3,Wanshouxigong,6/14/2013 17:00:00
2539,2013,6,14,18,127,150,22,66,1600,226,29.2,999.7,14.2,0,SW,1.2,Wanshouxigong,6/14/2013 18:00:00
2540,2013,6,14,19,14,102,13,78,1600,197,28.2,1000.1,14.4,0,SW,1,Wanshouxigong,6/14/2013 19:00:00
2541,2013,6,14,20,108,194,11,97,1800,155,26.6,1000.8,14.7,0,ESE,1.9,Wanshouxigong,6/14/2013 20:00:00
2542,2013,6,14,21,124,163,23,96,1800,155,25.6,1001.3,14.4,0,SE,0.6,Wanshouxigong,6/14/2013 21:00:00
2543,2013,6,14,22,113,146,39,84,1899,157,24.1,1001.7,14.2,0,W,0.4,Wanshouxigong,6/14/2013 22:00:00
2544,2013,6,14,23,100,135,40,84,1600,119,23.6,1001.2,13.2,0,WSW,0.9,Wanshouxigong,6/14/2013 23:00:00
2545,2013,6,15,0,81,82,38,69,1300,98,22.5,1000.8,14.3,0,NW,0.4,Wanshouxigong,6/15/2013 00:00:00
2546,2013,6,15,1,93,105,35,61,1500,78,21.7,1000.9,14.6,0,E,0,Wanshouxigong,6/15/2013 01:00:00
2547,2013,6,15,2,80,102,31,57,1700,61,20.1,1000.6,14.5,0,ESE,0.8,Wanshouxigong,6/15/2013 02:00:00
2548,2013,6,15,3,77,95,25,60,1600,44,19.8,1001.1,15.4,0,N,0.4,Wanshouxigong,6/15/2013 03:00:00
2549,2013,6,15,4,78,100,27,93,1600,12,18.9,1001.8,15.9,0,E,0.2,Wanshouxigong,6/15/2013 04:00:00
2550,2013,6,15,5,71,114,22,105,1600,2,19.3,1001.7,16.5,0,NNW,0.5,Wanshouxigong,6/15/2013 05:00:00
2551,2013,6,15,6,68,93,20,90,1300,2,22.6,1002.1,15.4,0,E,0.9,Wanshouxigong,6/15/2013 06:00:00
2552,2013,6,15,7,67,113,23,78,1200,7,24,1002.4,13.8,0,NE,2.1,Wanshouxigong,6/15/2013 07:00:00
2553,2013,6,15,8,77,126,28,81,1300,10,24.6,1002,14.1,0,NE,2.1,Wanshouxigong,6/15/2013 08:00:00
2554,2013,6,15,9,92,127,38,78,1500,25,25.9,1001.9,15,0,NNE,1.6,Wanshouxigong,6/15/2013 09:00:00
2555,2013,6,15,10,98,144,39,78,1600,43,26.6,1001.6,14.7,0,NE,1.9,Wanshouxigong,6/15/2013 10:00:00
2556,2013,6,15,11,116,167,42,75,1700,72,27.2,1001.3,15.2,0,NNW,1.3,Wanshouxigong,6/15/2013 11:00:00
2557,2013,6,15,12,134,177,51,69,2000,108,28.6,1000.2,15.5,0,WNW,0.9,Wanshouxigong,6/15/2013 12:00:00
2558,2013,6,15,13,149,193,56,72,2100,135,30.1,999.7,15,0,E,1.5,Wanshouxigong,6/15/2013 13:00:00
2559,2013,6,15,14,164,224,57,81,2200,179,31,999.3,15.8,0,ESE,1.9,Wanshouxigong,6/15/2013 14:00:00
2560,2013,6,15,15,168,232,57,76,1800,238,31.4,998.6,15.8,0,WSW,1.1,Wanshouxigong,6/15/2013 15:00:00
2561,2013,6,15,16,169,226,49,69,1300,275,30.9,998.3,16.1,0,SSE,1.7,Wanshouxigong,6/15/2013 16:00:00
2562,2013,6,15,17,150,189,39,66,1600,259,30.2,998.7,16.2,0,SW,1.4,Wanshouxigong,6/15/2013 17:00:00
2563,2013,6,15,18,154,234,34,79,1600,252,28.9,998.8,18.1,0,S,0.4,Wanshouxigong,6/15/2013 18:00:00
2564,2013,6,15,19,154,226,28,88,1600,217,26.1,998.9,18.8,0,ESE,0,Wanshouxigong,6/15/2013 19:00:00
2565,2013,6,15,20,178,249,23,103,1700,188,28.3,999.5,19,0,E,1.4,Wanshouxigong,6/15/2013 20:00:00
2566,2013,6,15,21,235,286,28,106,2100,170,27.7,999.5,16.9,0,E,1.3,Wanshouxigong,6/15/2013 21:00:00
2567,2013,6,15,22,182,139,37,107,1899,144,26.7,999.5,16.6,0,ENE,0.9,Wanshouxigong,6/15/2013 22:00:00
2568,2013,6,15,23,150,203,40,109,1600,117,25.5,999.2,17.2,0,ENE,0.8,Wanshouxigong,6/15/2013 23:00:00
2569,2013,6,16,0,158,164,42,100,1399,107,24.3,998.8,17.3,0,E,1.1,Wanshouxigong,6/16/2013 00:00:00
2570,2013,6,16,1,150,156,41,103,1300,89,24.7,998.5,16.1,0,E,1.1,Wanshouxigong,6/16/2013 01:00:00
2571,2013,6,16,2,133,150,34,109,1300,68,22.6,998.1,17.3,0,ENE,1,Wanshouxigong,6/16/2013 02:00:00
2572,2013,6,16,3,126,154,27,113,1200,47,23.9,998.4,16.9,0,NNE,0.6,Wanshouxigong,6/16/2013 03:00:00
2573,2013,6,16,4,128,135,24,105,1000,43,23.1,998,17.1,0,ENE,0.6,Wanshouxigong,6/16/2013 04:00:00
2574,2013,6,16,5,132,153,21,97,800,42,23.8,998.1,16.3,0,NE,1.2,Wanshouxigong,6/16/2013 05:00:00
2575,2013,6,16,6,135,154,20,83,600,52,24.2,998,16.2,0,NE,1.3,Wanshouxigong,6/16/2013 06:00:00
2576,2013,6,16,7,151,179,21,76,700,57,24.3,997.7,16.8,0,NE,1.3,Wanshouxigong,6/16/2013 07:00:00
2577,2013,6,16,8,154,174,22,79,1000,49,24.4,997.5,17.6,0,E,1.1,Wanshouxigong,6/16/2013 08:00:00
2578,2013,6,16,9,168,182,25,85,1399,40,24.2,997.1,17.9,0,NNE,0.9,Wanshouxigong,6/16/2013 09:00:00
2579,2013,6,16,10,172,201,28,91,1600,34,23.5,997.1,18.4,0,N,1.6,Wanshouxigong,6/16/2013 10:00:00
2580,2013,6,16,11,180,223,28,104,1899,24,22.9,996.7,18.9,0,NW,1.6,Wanshouxigong,6/16/2013 11:00:00
2581,2013,6,16,12,184,216,20,109,2200,18,21.8,996.8,19.7,0.9,NE,1.6,Wanshouxigong,6/16/2013 12:00:00
2582,2013,6,16,13,197,213,17,114,2500,12,21.9,995.5,20,0.4,ENE,1.7,Wanshouxigong,6/16/2013 13:00:00
2583,2013,6,16,14,169,185,11,118,2600,2,21.8,995.5,19.9,0,NNE,1.6,Wanshouxigong,6/16/2013 14:00:00
2584,2013,6,16,15,211,171,11,118,3100,2,22.1,995.3,19.8,0,NE,1.9,Wanshouxigong,6/16/2013 15:00:00
2585,2013,6,16,16,209,151,12,109,2899,6,22.2,995.2,20.1,0,NE,1.9,Wanshouxigong,6/16/2013 16:00:00
2586,2013,6,16,17,182,190,12,105,2799,5,22.1,995.7,20,0,NW,1.3,Wanshouxigong,6/16/2013 17:00:00
2587,2013,6,16,18,217,153,13,93,2799,14,22.3,996.2,19.8,0,NNE,1.2,Wanshouxigong,6/16/2013 18:00:00
2588,2013,6,16,19,209,160,16,67,2799,36,22.7,996.3,20,0,ENE,1.2,Wanshouxigong,6/16/2013 19:00:00
2589,2013,6,16,20,219,184,16,71,2899,26,22.8,997.3,20,0,NNE,2.5,Wanshouxigong,6/16/2013 20:00:00
2590,2013,6,16,21,223,182,14,87,2799,3,22.6,997.1,19.9,0,NE,2.2,Wanshouxigong,6/16/2013 21:00:00
2591,2013,6,16,22,211,136,12,72,2399,21,22.6,996.9,19.9,0,ENE,1.6,Wanshouxigong,6/16/2013 22:00:00
2592,2013,6,16,23,195,113,10,44,1800,43,22.6,996.8,20.3,0,ENE,1.2,Wanshouxigong,6/16/2013 23:00:00
2593,2013,6,17,0,191,108,9,38,1700,41,22.4,996.7,19.6,0,NE,3.2,Wanshouxigong,6/17/2013 00:00:00
2594,2013,6,17,1,172,66,7,34,1600,41,22.4,996.4,19,0,NE,1.4,Wanshouxigong,6/17/2013 01:00:00
2595,2013,6,17,2,109,7,8,29,1300,49,22.2,996.4,18.8,0,NE,2.1,Wanshouxigong,6/17/2013 02:00:00
2596,2013,6,17,3,64,64,5,28,1370.395031,56.22990354,22.3,995.9,18.7,0,NE,1.2,Wanshouxigong,6/17/2013 03:00:00
2597,2013,6,17,4,52,52,4,28,900,47,22.3,996.3,18.7,0,ENE,1.2,Wanshouxigong,6/17/2013 04:00:00
2598,2013,6,17,5,31,31,3,36,800,42,22.2,996.2,19,0,E,1,Wanshouxigong,6/17/2013 05:00:00
2599,2013,6,17,6,27,27,3,41,800,34,22.6,996.3,18.6,0,NE,1.6,Wanshouxigong,6/17/2013 06:00:00
2600,2013,6,17,7,13,13,3,32,700,44,24.7,996.2,18.4,0,NE,2.3,Wanshouxigong,6/17/2013 07:00:00
2601,2013,6,17,8,14,14,3,44,800,36,25.5,996.4,18.2,0,ENE,2.4,Wanshouxigong,6/17/2013 08:00:00
2602,2013,6,17,9,15,20,7,34,700,56,27.1,996.3,15.8,0,ENE,2.2,Wanshouxigong,6/17/2013 09:00:00
2603,2013,6,17,10,12,12,4,29,700,73,27.8,995.7,14.8,0,NNE,1.5,Wanshouxigong,6/17/2013 10:00:00
2604,2013,6,17,11,3,3,4,29,600,86,28.4,996,14.6,0,NE,1.1,Wanshouxigong,6/17/2013 11:00:00
2605,2013,6,17,12,3,7,5,33,600,99,29.1,995.1,15.2,0,ESE,0.7,Wanshouxigong,6/17/2013 12:00:00
2606,2013,6,17,13,12.5,24.5,4,38,600,2,29.3,995,14.7,0,SSW,1.5,Wanshouxigong,6/17/2013 13:00:00
2607,2013,6,17,14,22,42,5,43,500,145,30,994.2,15.7,0,WSW,2,Wanshouxigong,6/17/2013 14:00:00
2608,2013,6,17,15,35,63,6,56,500,162,30.6,993.6,14.7,0,S,0.9,Wanshouxigong,6/17/2013 15:00:00
